title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,event_date_utc,continent,country
"M 6.7 - 80 km SSE of Kirakira, Solomon Islands",6.7,0,6,,0,691,us,233,0,21.5,mwb,10,-11.128,162.208,2004-11-11,,
"M 6.7 - 189 km SW of Port McNeill, Canada",6.7,7,4,,0,703,us,459,0,37.3,mwb,10,49.277,-128.772,2004-11-02,,
"M 6.6 - 8 km SSW of Ojiya, Japan",6.6,0,8,,0,670,us,782,0,37,mwc,16,37.226,138.779,2004-10-23,Asia,Japan
"M 6.7 - 31 km WNW of Yonakuni, Japan",6.7,5,6,,0,705,us,698,0,24.7,mwb,94,24.53,122.694,2004-10-15,,
"M 7.0 - 43 km SSW of Masachapa, Nicaragua",7,0,6,,0,754,us,441,0,32.2,mwc,35,11.422,-86.665,2004-10-09,,
"M 6.5 - 9 km W of Talisay, Philippines",6.5,5,5,,0,665,us,526,0,18.3,mwb,105,13.925,120.534,2004-10-08,,Philippines
"M 6.8 - 60 km SSE of Kirakira, Solomon Islands",6.8,0,6,,0,711,us,545,0,15.7,mwb,36,-10.951,162.161,2004-10-08,,Solomon Islands
"M 6.6 - 129 km ESE of Shing?, Japan",6.6,0,4,,0,670,us,478,0,29.8,mwc,10,33.205,137.227,2004-09-06,,
"M 7.4 - 118 km ESE of Shing?, Japan",7.4,0,5,,0,842,us,594,0,27.5,mwb,10,33.184,137.071,2004-09-05,,
"M 7.2 - 94 km SE of Shing?, Japan",7.2,0,5,,0,798,us,643,0,28.4,mwc,14,33.07,136.618,2004-09-05,,
"M 6.5 - 67 km ESE of Teno, Chile",6.5,0,7,,0,650,us,349,0,30.1,mwb,5,-35.173,-70.525,2004-08-28,South America,Chile
"M 6.5 - 117 km WNW of Manokwari, Indonesia",6.5,0,7,,0,650,us,305,0,39,mwc,13.4,-0.443,133.091,2004-07-28,,Indonesia
"M 6.9 - 24 km ENE of Atlasovo, Russia",6.9,0,5,,0,732,us,798,0,31.2,mwb,188.6,55.682,160.003,2004-06-10,Asia,Russia
"M 6.6 - 11 km N of Cañete, Chile",6.6,0,7,,0,670,us,282,0,46.9,mwb,21,-37.695,-73.406,2004-05-03,South America,Chile
"M 6.7 - 105 km WNW of Naisano Dua, Indonesia",6.7,0,5,,0,691,us,386,0,27.6,mwb,65.8,-9.362,122.839,2004-04-23,,Indonesia
"M 6.5 - 86 km NNW of Sola, Vanuatu",6.5,0,4,,0,650,us,424,0,29.9,mwb,228.4,-13.174,167.198,2004-04-09,,Vanuatu
M 6.6 - Afghanistan-Tajikistan-Pakistan region,6.6,0,4,,0,670,us,728,0,18.3,mwb,187.1,36.512,71.029,2004-04-05,Asia,Afghanistan
"M 6.7 - 38 km SSW of Nabire, Indonesia",6.7,0,7,,0,691,us,256,0,33.3,mwc,25.7,-3.665,135.339,2004-02-08,,Indonesia
"M 7.3 - Near the south coast of Papua, Indonesia",7.3,0,7,,0,820,us,390,0,23,mwb,10,-4.003,135.023,2004-02-07,,Indonesia
"M 7.0 - 28 km S of Nabire, Indonesia",7,0,7,,0,754,us,367,0,33,mwc,16.6,-3.615,135.538,2004-02-05,,Indonesia
"M 6.7 - 107 km NW of Ambon, Indonesia",6.7,0,6,,0,691,us,243,0,42.5,mwb,17.4,-3.12,127.4,2004-01-28,,Indonesia
"M 7.3 - 201 km ESE of Tadine, New Caledonia",7.3,0,4,,0,820,us,235,0,46.6,mwc,10,-22.015,169.766,2003-12-27,,
"M 6.6 - 13 km SSW of Bam, Iran",6.6,0,9,,0,670,us,552,0,44.8,mwc,10,28.995,58.311,2003-12-26,Asia,Iran
"M 6.5 - 3 km SSE of Progreso, Panama",6.5,0,6,,0,650,us,405,0,48.4,mwb,33,8.416,-82.824,2003-12-25,,Panama
"M 6.5 - 10 km NE of San Simeon, California",6.5,7,9,,0,1390,nc,65,0.04685,71,mw,8.382,35.7005,-121.101,2003-12-22,North America,United States of America
"M 6.8 - 92 km E of Yujing, Taiwan",6.8,0,7,,0,711,us,447,0,27.7,mwb,10,23.039,121.362,2003-12-10,Asia,Taiwan
"M 6.6 - 82 km E of Kimbe, Papua New Guinea",6.6,0,6,,0,670,us,384,0,25.1,mwb,35,-5.581,150.88,2003-11-25,,Papua New Guinea
"M 6.5 - 4 km NW of Can-Avid, Philippines",6.5,0,6,,0,650,us,487,0,45.9,mwb,35,12.025,125.416,2003-11-18,,Philippines
"M 6.6 - 51 km NW of Isangel, Vanuatu",6.6,0,5,,0,670,us,475,0,26.2,mwb,113.7,-19.262,168.892,2003-11-06,,
"M 7.0 - 133 km ESE of Ishinomaki, Japan",7,0,5,,0,754,us,568,0,61.2,mwb,10,37.812,142.619,2003-10-31,,
"M 6.7 - 39 km SSE of Kushiro, Japan",6.7,0,6,,0,691,us,556,0,55.4,mwc,32,42.648,144.57,2003-10-08,Asia,
"M 6.7 - 9 km S of Aktash, Russia",6.7,0,7,,0,691,us,643,0,24.5,mwb,10,50.211,87.721,2003-10-01,Asia,Russia
"M 6.5 - 58 km S of Kushiro, Japan",6.5,0,5,,0,650,us,586,0,71.3,mwc,25,42.45,144.38,2003-09-29,,
"M 7.3 - 29 km S of Aktash, Russia",7.3,0,7,,0,820,us,667,0,24.5,mwb,16,50.038,87.813,2003-09-27,Asia,Russia
"M 7.4 - 119 km ESE of Shizunai-furukawach?, Japan",7.4,0,7,,0,842,us,514,0,78.8,mwc,33,41.774,143.593,2003-09-25,Asia,
"M 8.2 - 134 km SSW of Kushiro, Japan",8.16,0,9,,0,1024,official,0,0,0,mww,27,41.815,143.91,2003-09-25,,
"M 6.6 - 16 km SE of Taungdwingyi, Myanmar",6.6,0,7,,0,670,us,518,0,24.7,mwb,10,19.917,95.672,2003-09-21,Asia,Myanmar
"M 7.2 - 56 km NW of Te Anau, New Zealand",7.2,0,7,,0,798,us,428,0,17.5,mwc,28,-45.104,167.144,2003-08-21,,New Zealand
M 7.6 - Scotia Sea,7.6,0,6,,0,889,us,315,0,25.2,mwc,10,-60.532,-43.411,2003-08-04,,United Kingdom of Great Britain and Northern Ireland (the)
"M 6.5 - 41 km N of Rabaul, Papua New Guinea",6.5,0,6,,0,650,us,156,0,31.4,mwb,33,-3.828,152.174,2003-07-15,,Papua New Guinea
"M 6.8 - 42 km W of Ovalle, Chile",6.8,0,7,,0,711,us,398,0,39.1,mwc,33,-30.608,-71.637,2003-06-20,South America,Chile
"M 6.9 - 25 km ESE of Atlasovo, Russia",6.9,0,5,,0,732,us,733,0,26.7,mwb,174.8,55.492,159.999,2003-06-16,Asia,Russia
"M 6.6 - 87 km SSE of Kokopo, Papua New Guinea",6.6,0,6,,0,670,us,419,0,27.8,mwc,33,-5.095,152.502,2003-06-07,,Papua New Guinea
"M 7.0 - 116 km NE of Tobelo, Indonesia",7,0,6,,0,754,us,473,0,30.3,mwc,31,2.354,128.855,2003-05-26,,Indonesia
"M 7.0 - 27 km SSW of ?funato, Japan",7,0,7,,0,754,us,690,0,19.1,mwb,68,38.849,141.568,2003-05-26,Asia,Japan
"M 6.8 - 25 km WNW of Dellys, Algeria",6.8,0,9,,0,711,us,534,0,19.4,mwc,12,36.964,3.634,2003-05-21,,Algeria
"M 6.5 - 46 km NE of Ruteng, Indonesia",6.5,0,7,,0,650,us,247,0,28.7,mwc,33,-8.294,120.743,2003-03-25,,Indonesia
"M 6.8 - 114 km ESE of Kokopo, Papua New Guinea",6.8,0,7,,0,711,us,431,0,38.4,mwc,40.2,-4.694,153.238,2003-03-11,,Papua New Guinea
"M 7.6 - 16 km SSW of Cuyutlán, Mexico",7.6,0,7,,0,889,us,551,0,0,mwb,24,18.77,-104.104,2003-01-22,North America,Mexico
"M 6.5 - 33 km S of Puerto San José, Guatemala",6.5,0,6,,0,650,us,316,0,0,mwc,24,13.626,-90.774,2003-01-21,,
"M 7.3 - 126 km W of Kirakira, Solomon Islands",7.3,0,6,,0,820,us,457,0,0,mwc,33,-10.491,160.77,2003-01-20,,
"M 6.7 - 191 km SE of Kokopo, Papua New Guinea",6.7,0,5,,0,691,us,323,0,0,mwb,71.9,-5.311,153.701,2003-01-10,,
"M 6.7 - New Ireland region, Papua New Guinea",6.7,0,6,,0,691,us,453,0,0,mwb,34,-4.786,153.275,2002-12-12,,Papua New Guinea
"M 7.9 - 75 km E of Cantwell, Alaska",7.9,8,9,,0,1750,ak,0,0,0,mw,4.2,63.5141,-147.453,2002-11-03,North America,United States of America
"M 7.4 - 50 km NW of Sinabang, Indonesia",7.4,0,7,,0,842,us,418,0,0,mwb,30,2.824,96.085,2002-11-02,,Indonesia
"M 6.6 - 53 km ENE of Cantwell, Alaska",6.6,0,7,,0,670,ak,0,0,0,mw,4.2,63.5144,-147.912,2002-10-23,North America,United States of America
"M 6.7 - 72 km S of Manokwari, Indonesia",6.7,0,7,,0,691,us,250,0,0,ms,10,-1.511,133.973,2002-10-10,,Indonesia
"M 7.6 - 102 km SSE of Manokwari, Indonesia",7.6,0,7,,0,889,us,375,0,0,mwc,10,-1.757,134.297,2002-10-10,,Indonesia
"M 6.5 - 152 km NNE of Bamboo Flat, India",6.5,0,6,,0,650,us,646,0,0,mwc,21,13.036,93.068,2002-09-13,,India
"M 7.6 - 68 km ESE of Aitape, Papua New Guinea",7.6,0,7,,0,889,us,428,0,0,mwc,13,-3.302,142.945,2002-09-08,,Papua New Guinea
"M 6.5 - 114 km SSE of San Jose Village, Northern Mariana Islands",6.5,0,4,,0,650,us,260,0,0,mwc,30,14.101,146.199,2002-08-14,,
"M 6.5 - 14 km SE of Punta de Burica, Panama",6.5,0,7,,0,650,us,533,0,0,mwc,10,7.929,-82.793,2002-07-31,,Panama
"M 6.5 - 59 km SSW of Abhar, Iran",6.5,0,8,,0,650,us,555,0,0,mwc,10,35.626,49.047,2002-06-22,Asia,Iran
"M 6.6 - 20 km SW of Monte Patria, Chile",6.6,0,7,,0,670,us,420,0,0,mwb,54,-30.805,-71.124,2002-06-18,South America,Chile
"M 6.7 - 190 km NW of Sola, Vanuatu",6.7,0,5,,0,691,us,272,0,0,mwc,33,-12.592,166.383,2002-06-17,,
"M 7.1 - 20 km SSW of Merizo Village, Guam",7.1,0,7,,0,776,us,257,0,0,mwc,85.7,13.088,144.619,2002-04-26,,United States of America
"M 6.7 - 31 km SW of Copiapó, Chile",6.7,0,7,,0,691,us,462,0,0,mwb,62,-27.535,-70.586,2002-04-18,South America,Chile
"M 6.8 - 27 km SSW of Nuxco, Mexico",6.8,0,6,,0,711,us,292,0,0,mwc,24.9,16.985,-100.865,2002-04-18,North America,
"M 7.1 - 67 km ENE of Hualien City, Taiwan",7.1,0,6,,0,776,us,550,0,0,mwc,32.8,24.279,122.179,2002-03-31,Asia,
"M 6.5 - 107 km NE of Calama, Chile",6.5,0,5,,0,650,us,486,0,0,mwc,125.1,-21.663,-68.329,2002-03-28,South America,Chile
"M 7.5 - Mindanao, Philippines",7.5,0,7,,0,865,us,321,0,0,mwc,31,6.033,124.249,2002-03-05,,Philippines
"M 7.4 - 51 km SW of Jurm, Afghanistan",7.4,0,5,,0,842,us,138,0,0,mwc,225.6,36.502,70.482,2002-03-03,Asia,Afghanistan
"M 6.6 - 125 km E of Kimbe, Papua New Guinea",6.6,0,6,,0,670,us,444,0,0,mwc,39,-5.345,151.248,2002-02-05,,Papua New Guinea
"M 6.5 - 5 km NE of Sultanda??, Turkey",6.5,0,7,,0,650,us,482,0,0,mwc,5,38.573,31.271,2002-02-03,Asia,Turkey
"M 6.7 - 11 km SE of Aitape, Papua New Guinea",6.7,0,8,,0,691,us,333,0,0,mwc,11,-3.212,142.427,2002-01-10,,Papua New Guinea
"M 6.6 - 33 km WNW of Port-Vila, Vanuatu",6.6,0,6,,0,670,us,386,0,0,mwc,10,-17.664,168.004,2002-01-03,,Vanuatu
"M 7.2 - 50 km WNW of Port-Vila, Vanuatu",7.2,0,6,,0,798,us,427,0,0,mwc,21,-17.6,167.856,2002-01-02,,Vanuatu
"M 6.8 - 22 km WNW of Malango, Solomon Islands",6.8,0,7,,0,711,us,385,0,0,mwc,16,-9.613,159.53,2001-12-23,,Solomon Islands
"M 6.8 - 62 km SSW of Yonakuni, Japan",6.8,0,5,,0,711,us,499,0,0,mwc,14,23.954,122.734,2001-12-18,,
"M 6.5 - 3 km NW of Hanamaki, Japan",6.5,0,5,,0,650,us,605,0,0,mwc,123.8,39.402,141.089,2001-12-02,Asia,Japan
"M 7.8 - Southern Qinghai, China",7.8,0,9,,0,936,us,368,0,0,mwc,10,35.946,90.541,2001-11-14,Asia,People's Republic of China
"M 7.0 - 40 km S of Kimbe, Papua New Guinea",7,0,7,,0,754,us,254,0,0,mwc,33,-5.912,150.196,2001-10-31,,Papua New Guinea
"M 7.5 - 155 km E of Kendari, Indonesia",7.5,0,6,,0,865,us,234,0,0,mwc,33,-4.102,123.907,2001-10-19,,Indonesia
"M 7.0 - 69 km SSE of Inarajan Village, Guam",7,0,6,,0,754,us,482,0,0,mwc,37,12.686,144.98,2001-10-12,,
"M 6.5 - 108 km WNW of Manokwari, Indonesia",6.5,0,6,,0,650,us,174,0,0,mwc,33,-0.578,133.13,2001-09-11,,Indonesia
"M 6.6 - 74 km S of Kokhanok, Alaska",6.6,6,6,,0,754,ak,0,0,0,mw,131.8,58.775,-154.701,2001-07-28,North America,United States of America
"M 6.5 - 32 km WNW of Skýros, Greece",6.5,0,8,,0,650,us,483,0,0,mwc,10,39.059,24.244,2001-07-26,Europe,Greece
"M 7.6 - 51 km SW of Punta de Bombón, Peru",7.6,0,7,,0,889,us,398,0,0,mwc,33,-17.543,-72.077,2001-07-07,,Peru
"M 6.6 - 31 km S of Achanizo, Peru",6.6,0,7,,0,670,us,324,0,0,mwc,62,-16.086,-73.987,2001-07-05,,Peru
"M 6.7 - 34 km WSW of Pacocha, Peru",6.7,0,6,,0,691,us,422,0,0,mwc,24,-17.745,-71.649,2001-06-26,,Peru
"M 8.4 - 6 km SSW of Atico, Peru",8.4,0,8,,0,1086,official,518,0,0,mww,33,-16.265,-73.641,2001-06-23,,Peru
"M 6.7 - 128 km SSE of Panguna, Papua New Guinea",6.7,0,6,,0,691,us,282,0,0,mwc,17,-7.41,155.865,2001-04-19,,Solomon Islands
"M 6.8 - 16 km SSW of Kure, Japan",6.8,0,7,,0,711,us,596,0,0,mwc,50,34.083,132.526,2001-03-24,Asia,Japan
"M 6.5 - 41 km SSW of Ambon, Indonesia",6.5,0,6,,0,650,us,206,0,0,mwc,33,-4.029,128.02,2001-03-19,,Indonesia
"M 6.8 - 7 km SSE of Longbranch, Washington",6.8,7,7,,0,1441,uw,67,0,31,md,51.798,47.149,-122.727,2001-02-28,North America,United States of America
"M 7.1 - 137 km WNW of Ternate, Indonesia",7.1,0,7,,0,776,us,426,0,0,mwc,35,1.271,126.249,2001-02-24,,Indonesia
"M 7.4 - 102 km SSE of Bengkulu, Indonesia",7.4,0,6,,0,842,us,221,0,0,mwc,36,-4.68,102.562,2001-02-13,,Indonesia
"M 6.6 - 5 km S of Cojutepeque, El Salvador",6.6,0,8,,0,670,us,273,0,0,mwc,10,13.671,-88.938,2001-02-13,,El Salvador
"M 7.7 - 17 km NW of Bhach?u, India",7.7,0,9,,0,912,us,472,0,0,mwc,16,23.419,70.232,2001-01-26,Asia,India
"M 6.9 - 59 km WSW of Bengkulu, Indonesia",6.9,0,6,,0,732,us,117,0,0,mwb,28,-4.022,101.776,2001-01-16,,Indonesia
"M 7.7 - 28 km SSW of Puerto El Triunfo, El Salvador",7.7,0,8,,0,912,us,427,0,0,mwc,60,13.049,-88.66,2001-01-13,,
"M 6.9 - 47 km S of Old Harbor, Alaska",6.9,5,7,,0,745,ak,0,0,0,mw,36.4,56.7744,-153.281,2001-01-10,North America,
"M 7.1 - 16 km NE of Port-Olry, Vanuatu",7.1,0,7,,0,776,us,372,0,0,mwb,103,-14.928,167.17,2001-01-09,,Vanuatu
"M 6.8 - Mindanao, Philippines",6.8,0,5,,0,711,us,64,0,0,mwc,33,6.631,126.899,2001-01-01,,
"M 7.5 - 21 km SE of Lukatan, Philippines",7.5,0,7,,0,865,us,324,0,0,mwc,33,6.898,126.579,2001-01-01,,Philippines
"M 6.5 - 52 km ENE of Kokopo, Papua New Guinea",6.5,0,7,,0,650,us,401,0,0,mwc,31,-4.218,152.725,2000-12-06,,Papua New Guinea
"M 7.0 - 37 km E of Balkanabat, Turkmenistan",7,0,7,,0,754,us,495,0,0,mwc,30,39.566,54.799,2000-12-06,Asia,Turkmenistan
"M 6.5 - 23 km SSE of Badamdar, Azerbaijan",6.5,0,6,,0,650,us,268,0,0,mwc,33,40.167,49.954,2000-11-25,Asia,Azerbaijan
"M 6.8 - 15 km SSE of Baku, Azerbaijan",6.8,0,6,,0,711,us,446,0,0,mwc,50.4,40.245,49.946,2000-11-25,Asia,Azerbaijan
"M 6.8 - 112 km SSW of Kokopo, Papua New Guinea",6.8,0,6,,0,711,us,402,0,0,mwb,33,-5.228,151.771,2000-11-18,,Papua New Guinea
"M 6.6 - 131 km SE of Kokopo, Papua New Guinea",6.6,0,6,,0,670,us,267,0,0,mwc,33,-5.097,153.181,2000-11-18,,Papua New Guinea
"M 7.8 - 138 km SSW of Kokopo, Papua New Guinea",7.8,0,7,,0,936,us,346,0,0,mwc,33,-5.496,151.781,2000-11-17,,Papua New Guinea
"M 6.5 - 118 km ESE of Kokopo, Papua New Guinea",6.5,0,6,,0,650,us,71,0,0,mb,33,-4.827,153.226,2000-11-16,,Papua New Guinea
"M 7.8 - 135 km SE of Kokopo, Papua New Guinea",7.8,0,7,,0,936,us,294,0,0,mwc,30,-5.233,153.102,2000-11-16,,
"M 8.0 - 24 km N of Rabaul, Papua New Guinea",8,0,7,,0,985,us,254,0,0,mwc,33,-3.98,152.169,2000-11-16,,Papua New Guinea
"M 6.5 - 10 km SW of Juradó, Colombia",6.5,0,7,,0,650,us,462,0,0,mwc,17,7.042,-77.829,2000-11-08,,Colombia
"M 7.0 - 191 km ESE of Kokopo, Papua New Guinea",7,0,7,,0,754,us,60,0,0,mwc,50,-4.766,153.945,2000-10-29,,Papua New Guinea
"M 6.8 - 29 km SW of Labuan, Indonesia",6.8,0,6,,0,711,us,415,0,0,mwc,38,-6.549,105.63,2000-10-25,,Indonesia
"M 6.7 - 8 km ESE of Matsue, Japan",6.7,0,8,,0,691,us,390,0,0,mwc,10,35.456,133.134,2000-10-06,Asia,Japan
"M 7.0 - 29 km WNW of Luganville, Vanuatu",7,0,7,,0,754,us,357,0,0,mwc,23,-15.421,166.91,2000-10-04,,Vanuatu
"M 6.5 - 15 km W of Nkove, Tanzania",6.5,0,6,,0,650,us,415,0,0,mwb,34,-7.977,30.709,2000-10-02,Africa,Tanzania
"M 6.8 - 98 km WSW of Ambon, Indonesia",6.8,0,6,,0,711,us,336,0,0,mwc,16,-4.11,127.394,2000-08-28,,Indonesia
"M 6.5 - 24 km NNW of El Habillal, Mexico",6.5,0,6,,0,650,us,481,0,0,mwc,45.8,18.198,-102.48,2000-08-09,North America,Mexico
"M 6.8 - 35 km SSE of Uglegorsk, Russia",6.8,0,7,,0,711,us,593,0,0,mwc,10,48.786,142.246,2000-08-04,Asia,Russia
"M 6.6 - 161 km SSE of Lata, Solomon Islands",6.6,0,6,,0,670,us,218,0,0,mwc,33,-12.037,166.448,2000-08-03,,
"M 6.5 - 94 km SSE of Shimoda, Japan",6.5,0,7,,0,650,us,428,0,0,mwc,10,33.901,139.376,2000-07-30,,Japan
"M 6.6 - 227 km SE of Kandrian, Papua New Guinea",6.6,0,5,,0,670,us,367,0,0,mwc,10,-7.747,150.917,2000-07-16,,
"M 6.5 - 24 km SSW of Larsen Bay, Alaska",6.5,0,6,,0,650,ak,0,0,0,mw,42.9,57.3546,-154.198,2000-07-11,North America,United States of America
"M 6.5 - 12 km ENE of Selfoss, Iceland",6.5,0,9,,0,650,us,351,0,0,mwc,10,63.98,-20.758,2000-06-21,,Iceland
M 7.9 - South Indian Ocean,7.9,0,5,,0,960,us,405,0,0,mwc,10,-13.802,97.453,2000-06-18,,
"M 6.5 - 25 km E of Selfoss, Iceland",6.5,0,8,,0,650,us,406,0,0,mwc,10,63.966,-20.487,2000-06-17,,Iceland
"M 6.7 - 98 km SSW of Bengkulu, Indonesia",6.7,0,5,,0,691,us,352,0,0,mwc,33,-4.612,101.905,2000-06-07,,Indonesia
"M 6.7 - 95 km S of Bengkulu, Indonesia",6.7,0,5,,0,691,us,147,0,0,mb,33,-4.646,102.102,2000-06-04,,Indonesia
"M 7.9 - 103 km S of Bengkulu, Indonesia",7.9,0,8,,0,960,us,379,0,0,mwc,33,-4.721,102.087,2000-06-04,,Indonesia
"M 7.2 - 75 km N of San Antonio de los Cobres, Argentina",7.2,0,5,,0,798,us,0,0,0,mwc,225,-23.548,-66.452,2000-05-12,South America,Argentina
"M 7.6 - 89 km E of Luwuk, Indonesia",7.6,0,7,,0,889,us,0,0,0,mwc,26,-1.105,123.573,2000-05-04,,Indonesia
"M 6.6 - 62 km SSW of Ialibu, Papua New Guinea",6.6,0,8,,0,670,us,0,0,0,mwc,10,-6.817,143.807,2000-03-03,,Papua New Guinea
"M 6.6 - 87 km ESE of Kimbe, Papua New Guinea",6.6,0,6,,0,670,us,0,0,0,mwc,33,-5.844,150.876,2000-02-06,,Papua New Guinea
"M 6.8 - 84 km S of Shikotan, Russia",6.8,0,6,,0,711,us,0,0,0,mwc,61.1,43.046,146.837,2000-01-28,,
"M 7.2 - 117 km SSW of Hihifo, Tonga",7.2,0,6,,0,798,us,0,0,0,mwc,183.4,-16.925,-174.248,2000-01-08,,
"M 6.9 - 50 km WSW of Lata, Solomon Islands",6.9,0,6,,0,732,us,0,0,0,mwb,33,-10.86,165.354,1999-12-29,,
"M 6.5 - 59 km SSW of Labuan, Indonesia",6.5,0,6,,0,650,us,0,0,0,mwb,56,-6.845,105.555,1999-12-21,,Indonesia
"M 7.3 - 14 km WNW of Bolitoc, Philippines",7.3,0,7,,0,820,us,0,0,0,mwc,33,15.766,119.74,1999-12-11,,Philippines
"M 7.0 - 26 km SSE of Karluk, Alaska",7,0,7,,0,754,ak,0,0,0,mw,43.6,57.3424,-154.347,1999-12-06,North America,United States of America
"M 6.6 - 127 km ESE of Arica, Chile",6.6,0,5,,0,670,us,0,0,0,mwb,128.1,-18.901,-69.171,1999-11-30,South America,Chile
"M 7.5 - 92 km ESE of Lakatoro, Vanuatu",7.5,0,7,,0,865,us,0,0,0,mwc,33,-16.423,168.214,1999-11-26,,Vanuatu
"M 7.0 - 88 km W of Kandrian, Papua New Guinea",7,0,6,,0,754,us,0,0,0,mwc,33,-6.351,148.763,1999-11-19,,Papua New Guinea
"M 6.9 - 84 km WNW of Kandrian, Papua New Guinea",6.9,0,6,,0,732,us,0,0,0,mwc,47.5,-5.978,148.82,1999-11-17,,Papua New Guinea
"M 7.2 - 8 km S of Düzce, Turkey",7.2,0,9,,0,798,us,0,0,0,mwc,10,40.758,31.161,1999-11-12,Asia,Turkey
"M 6.5 - 31 km SW of Ashk?sham, Afghanistan",6.5,0,4,,0,650,us,0,0,0,mwc,228.4,36.522,71.24,1999-11-08,Asia,Afghanistan
"M 7.1 - Hector Mine, CA Earthquake",7.1,8,8,,0,1576,ci,73,0,57,mw,13.73,34.6033,-116.265,1999-10-16,North America,United States of America
"M 7.5 - 15 km W of San Baltazar Loxicha, Mexico",7.5,0,8,,0,865,us,0,0,0,mwc,60.6,16.059,-96.931,1999-09-30,North America,Mexico
"M 6.5 - 31 km SE of Puli, Taiwan",6.5,0,7,,0,650,us,0,0,0,mwc,17,23.738,121.158,1999-09-25,Asia,Taiwan
"M 7.7 - 21 km S of Puli, Taiwan",7.7,0,9,,0,912,us,0,0,0,mwc,33,23.772,120.982,1999-09-20,Asia,Taiwan
"M 6.6 - 66 km E of Lakatoro, Vanuatu",6.6,0,6,,0,670,us,0,0,0,mwc,33,-16.117,168.039,1999-08-22,,Vanuatu
"M 6.9 - 42 km S of Quepos, Costa Rica",6.9,0,6,,0,732,us,0,0,0,mwc,20,9.044,-84.159,1999-08-20,,
"M 7.6 - 4 km ESE of Derince, Turkey",7.6,0,9,,0,889,us,0,0,0,mwc,17,40.748,29.864,1999-08-17,Asia,Turkey
"M 6.7 - 16 km N of Potrerillos, Honduras",6.7,0,8,,0,691,us,0,0,0,mwc,10,15.782,-88.33,1999-07-11,,Guatemala
"M 7.0 - 1 km SE of Texcala, Mexico",7,0,7,,0,754,us,0,0,0,mwc,70,18.386,-97.436,1999-06-15,North America,Mexico
"M 6.6 - 113 km SE of Kokopo, Papua New Guinea",6.6,0,5,,0,670,us,0,0,0,mwc,27,-5.165,152.877,1999-05-17,,Papua New Guinea
"M 7.1 - 51 km SSE of Kokopo, Papua New Guinea",7.1,0,7,,0,776,us,0,0,0,mwc,73.7,-4.751,152.486,1999-05-16,,Papua New Guinea
"M 7.1 - 92 km ENE of Kimbe, Papua New Guinea",7.1,0,7,,0,776,us,0,0,0,mwb,138,-5.159,150.88,1999-05-10,,Papua New Guinea
"M 6.8 - 132 km WSW of Haveluloto, Tonga",6.8,0,5,,0,711,us,0,0,0,mwc,164.2,-21.422,-176.46,1999-04-13,,
"M 7.4 - 63 km W of Kimbe, Papua New Guinea",7.4,0,7,,0,842,us,0,0,0,mwc,150,-5.591,149.568,1999-04-05,,Papua New Guinea
"M 6.8 - 6 km SE of Camaná, Peru",6.8,0,7,,0,711,us,0,0,0,mwc,87.2,-16.66,-72.662,1999-04-03,South America,Peru
"M 6.6 - 9 km NNW of P?palkoti, India",6.6,0,7,,0,670,us,0,0,0,mwb,15,30.512,79.403,1999-03-28,Asia,India
"M 6.9 - 78 km WSW of Adak, Alaska",6.9,0,6,,0,732,us,0,0,0,mwc,33,51.587,-177.668,1999-03-20,North America,United States of America
"M 6.9 - 123 km SE of Vilyuchinsk, Russia",6.9,0,5,,0,732,us,0,0,0,mwc,56.6,52.056,159.52,1999-03-08,,
"M 7.1 - 69 km S of Tabiauan, Philippines",7.1,0,6,,0,776,us,0,0,0,mwc,33,5.397,121.937,1999-03-04,,
"M 6.6 - 110 km SSE of K?h Sef?d, Iran",6.6,0,7,,0,670,us,0,0,0,mwc,33,28.343,57.193,1999-03-04,Asia,Iran
"M 7.3 - 146 km NW of Sola, Vanuatu",7.3,0,7,,0,820,us,0,0,0,mwc,90.1,-12.853,166.697,1999-02-06,,
"M 6.6 - 18 km WSW of Nikolski, Alaska",6.6,0,6,,0,670,us,0,0,0,mwc,67.2,52.886,-169.123,1999-01-28,North America,United States of America
"M 7.0 - 110 km ESE of Kokopo, Papua New Guinea",7,0,7,,0,754,us,0,0,0,mwc,114.1,-4.596,153.235,1999-01-19,,Papua New Guinea
"M 6.8 - 131 km WSW of Haveluloto, Tonga",6.8,0,5,,0,711,us,0,0,0,mwc,144.3,-21.632,-176.376,1998-12-27,,
"M 7.7 - 264 km ESE of Luwuk, Indonesia",7.7,0,7,,0,912,us,0,0,0,mwc,33,-2.071,124.891,1998-11-29,,Indonesia
"M 7.0 - 278 km NE of Lospalos, Timor Leste",7,0,7,,0,754,us,0,0,0,mwc,33,-6.92,128.946,1998-11-09,,Indonesia
"M 6.7 - 282 km NE of Lospalos, Timor Leste",6.7,0,6,,0,691,us,0,0,0,mwc,33,-6.954,129.022,1998-11-09,,Indonesia
"M 6.6 - 8 km WSW of Sumberpucung, Indonesia",6.6,0,5,,0,670,us,0,0,0,mwb,151.6,-8.194,112.413,1998-09-28,,Indonesia
"M 6.6 - 66 km NNW of Coquimbo, Chile",6.6,0,6,,0,670,us,0,0,0,mwc,27,-29.45,-71.715,1998-09-03,,Chile
